id,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,price
5,7500,3,3,1,yes,no,yes,no,yes,2,yes,semi-furnished,10850000
179,3180,3,2,2,yes,no,no,no,no,2,no,semi-furnished,5215000
827,2175,3,1,2,no,yes,yes,no,yes,0,no,unfurnished,4270000
340,5300,5,2,2,yes,no,no,no,no,0,no,semi-furnished,3850000
772,6000,2,1,1,yes,no,yes,no,yes,1,no,furnished,4690000
230,5400,2,1,2,yes,no,no,no,no,0,yes,semi-furnished,4690000
1056,3180,3,1,1,no,no,no,no,no,0,no,unfurnished,2520000
985,3640,4,1,2,yes,no,yes,no,no,0,no,unfurnished,3234000
280,6360,2,1,2,yes,no,no,no,no,0,no,unfurnished,4270000
411,2145,3,1,3,yes,no,no,no,no,0,yes,furnished,3430000
1053,4400,2,1,1,yes,no,no,no,no,0,no,unfurnished,2590000
123,7320,4,2,2,yes,no,no,no,no,0,no,furnished,5950000
198,5948,3,1,2,yes,no,no,no,yes,0,no,semi-furnished,4935000
519,4840,2,1,2,yes,no,no,no,no,0,no,unfurnished,2450000
49,7440,3,2,1,yes,yes,yes,no,yes,0,yes,semi-furnished,7420000
95,4100,3,2,3,yes,no,no,no,yes,2,no,semi-furnished,6300000
993,4095,2,1,1,yes,no,no,no,no,2,no,semi-furnished,3150000
508,4400,2,1,1,yes,no,no,no,no,0,no,unfurnished,2590000
846,3520,3,1,2,yes,no,no,no,no,0,yes,semi-furnished,4200000
651,5450,4,2,1,yes,no,yes,no,yes,0,yes,semi-furnished,6160000
426,2700,3,1,1,no,no,no,no,no,0,no,furnished,3353000
959,4040,2,1,1,yes,no,no,no,no,0,no,unfurnished,3423000
218,4815,2,1,1,yes,no,no,no,yes,0,yes,semi-furnished,4830000
597,6000,4,2,4,yes,yes,no,no,yes,1,no,furnished,7350000
2,9960,3,2,2,yes,no,yes,no,no,2,yes,semi-furnished,12250000
626,4000,3,2,2,yes,no,yes,no,yes,1,no,semi-furnished,6615000
564,6420,3,2,2,yes,no,no,no,yes,1,yes,semi-furnished,8855000
260,3162,3,1,2,yes,no,no,no,yes,1,no,furnished,4473000
365,5450,2,1,1,yes,no,no,no,no,0,no,furnished,3703000
264,4900,2,1,2,yes,no,yes,no,no,0,no,semi-furnished,4410000
39,6000,4,2,4,yes,no,no,no,yes,1,no,semi-furnished,7910000
343,4080,2,1,1,yes,no,no,no,no,0,no,semi-furnished,3850000
235,5680,3,1,2,yes,yes,no,no,yes,1,no,semi-furnished,4620000
711,7800,3,1,1,yes,no,yes,no,yes,2,yes,unfurnished,5320000
1055,2880,3,1,1,no,no,no,no,no,0,no,unfurnished,2520000
32,4880,4,2,2,yes,no,no,no,yes,1,yes,furnished,8295000
453,3069,2,1,1,yes,no,no,no,no,1,no,unfurnished,3150000
1084,2990,2,1,1,no,no,no,no,no,1,no,unfurnished,1855000
762,6862,3,1,2,yes,no,no,no,yes,2,yes,furnished,4830000
692,5500,3,2,2,yes,no,no,no,no,1,no,semi-furnished,5600000
740,4410,4,3,2,yes,no,yes,no,no,2,no,semi-furnished,4970000
726,7200,3,1,2,yes,yes,yes,no,no,1,yes,furnished,5215000
457,3000,3,1,1,no,no,no,no,yes,0,no,unfurnished,3115000
538,3649,2,1,1,yes,no,no,no,no,0,no,unfurnished,1890000
228,3630,3,1,2,yes,no,no,no,no,2,no,semi-furnished,4690000
662,3700,4,1,2,yes,yes,no,no,yes,0,no,furnished,5950000
572,8875,3,1,1,yes,no,no,no,no,1,no,semi-furnished,8400000
209,6720,3,1,1,yes,no,no,no,no,0,no,unfurnished,4900000
705,6210,4,1,4,yes,yes,no,no,yes,0,no,furnished,5460000
368,5640,2,1,1,no,no,no,no,no,0,no,semi-furnished,3675000
429,4775,4,1,2,yes,no,no,no,no,0,no,unfurnished,3325000
128,5500,3,1,3,yes,yes,no,no,yes,1,no,furnished,5873000
570,6540,4,2,2,yes,yes,yes,no,yes,2,yes,furnished,8540000
550,7500,3,3,1,yes,no,yes,no,yes,2,yes,semi-furnished,10850000
525,3640,2,1,1,yes,no,no,no,no,0,no,unfurnished,2345000
862,4992,3,2,2,yes,no,no,no,no,2,no,unfurnished,4060000
135,6000,3,2,4,yes,no,no,no,yes,0,no,unfurnished,5775000
394,3480,3,1,1,no,no,no,no,yes,0,no,unfurnished,3500000
768,6321,3,1,2,yes,no,yes,no,yes,1,no,furnished,4760000
73,6600,2,2,4,yes,no,yes,no,no,0,yes,furnished,6685000
293,4410,2,1,1,no,no,no,no,no,1,no,unfurnished,4200000
553,8100,4,1,2,yes,yes,yes,no,yes,2,yes,furnished,9870000
1009,4500,2,1,2,yes,no,no,yes,no,1,no,semi-furnished,3080000
593,4300,3,2,2,yes,no,yes,no,no,1,no,unfurnished,7455000
60,6000,3,2,2,yes,yes,no,no,no,1,no,semi-furnished,7140000
618,6600,2,2,4,yes,no,yes,no,no,0,yes,furnished,6685000
590,6000,3,2,3,yes,no,no,no,yes,0,no,semi-furnished,7560000
980,4040,2,1,1,yes,no,no,no,no,0,no,unfurnished,3290000
398,3120,3,1,2,yes,no,no,no,no,1,no,unfurnished,3500000
74,4040,3,1,2,yes,no,yes,yes,no,1,no,furnished,6650000
734,3540,2,1,1,no,yes,yes,no,no,0,no,semi-furnished,5040000
971,2700,3,1,1,no,no,no,no,no,0,no,furnished,3353000
761,6040,3,1,1,yes,no,no,no,no,2,yes,semi-furnished,4830000
275,4032,2,1,1,yes,no,yes,no,no,0,no,furnished,4319000
258,4040,3,1,2,yes,no,no,no,no,1,no,semi-furnished,4480000
634,8580,5,3,2,yes,no,no,no,no,2,no,furnished,6440000
421,4750,2,1,1,yes,no,no,no,no,0,no,unfurnished,3360000
989,3120,3,1,2,no,no,no,no,no,0,no,furnished,3220000
176,8520,3,1,1,yes,no,no,no,yes,2,no,furnished,5250000
485,3630,2,1,1,yes,no,no,no,no,0,no,unfurnished,2870000
604,6000,3,2,4,yes,yes,no,no,yes,1,no,furnished,7210000
599,6000,3,2,2,yes,yes,no,no,yes,1,no,semi-furnished,7350000
719,3800,3,1,2,yes,yes,yes,no,no,1,yes,unfurnished,5250000
397,5900,2,1,1,yes,no,no,no,no,1,no,furnished,3500000
902,6930,4,1,2,no,no,no,no,no,1,no,furnished,3773000
127,6500,3,2,3,yes,no,no,no,yes,0,no,unfurnished,5880000
844,7000,3,1,1,yes,no,no,no,no,3,no,furnished,4200000
754,6720,3,1,1,yes,no,no,no,no,0,no,unfurnished,4900000
312,3600,3,1,1,yes,no,yes,no,yes,0,yes,furnished,4098500
1017,3630,4,1,2,yes,no,no,no,no,3,no,semi-furnished,3010000
523,2787,4,2,2,yes,no,no,no,no,0,no,furnished,2380000
317,4992,3,2,2,yes,no,no,no,no,2,no,unfurnished,4060000
428,4040,2,1,1,yes,no,no,no,no,1,no,unfurnished,3325000
621,6420,3,2,3,yes,no,no,no,yes,0,yes,furnished,6650000
825,6360,2,1,2,yes,no,no,no,no,0,no,unfurnished,4270000
124,6525,3,2,4,yes,no,no,no,no,1,no,furnished,5950000
730,3000,3,1,2,yes,no,yes,no,no,0,no,unfurnished,5110000
180,4500,4,2,1,no,no,yes,no,yes,2,no,semi-furnished,5215000
205,6300,3,1,1,yes,no,no,no,yes,2,no,semi-furnished,4900000
889,3850,2,1,1,yes,no,no,no,no,0,no,semi-furnished,3850000
427,2145,3,1,2,yes,no,yes,no,no,0,yes,furnished,3332000
169,6540,4,2,2,no,no,no,no,yes,0,no,semi-furnished,5250000
55,6000,3,1,2,yes,no,no,no,yes,1,no,unfurnished,7350000
23,4560,3,2,2,yes,yes,yes,no,yes,1,no,furnished,8645000
807,3750,2,1,1,yes,yes,yes,no,no,0,no,semi-furnished,4445000
829,7770,2,1,1,yes,no,no,no,no,1,no,furnished,4270000
915,4280,2,1,1,yes,no,no,no,yes,2,no,semi-furnished,3640000
975,2500,2,1,1,no,no,no,no,yes,0,no,unfurnished,3290000
1040,4000,3,1,2,yes,no,no,no,no,1,no,unfurnished,2730000
387,4240,3,1,2,yes,no,no,no,yes,0,no,semi-furnished,3500000
645,6600,3,2,1,yes,no,yes,no,yes,0,yes,unfurnished,6230000
659,6800,2,1,1,yes,yes,yes,no,no,2,no,furnished,6020000
945,3512,2,1,1,yes,no,no,no,no,1,yes,unfurnished,3500000
920,5960,3,1,2,yes,yes,yes,no,no,0,no,unfurnished,3640000
440,3640,4,1,2,yes,no,yes,no,no,0,no,unfurnished,3234000
987,2684,2,1,1,yes,no,no,no,yes,1,no,unfurnished,3220000
189,3540,2,1,1,no,yes,yes,no,no,0,no,semi-furnished,5040000
991,3986,2,2,1,no,yes,yes,no,no,1,no,unfurnished,3150000
949,4900,3,1,2,no,no,no,no,no,0,no,unfurnished,3493000
925,4500,2,1,1,yes,no,no,no,no,0,no,semi-furnished,3605000
591,6000,3,2,4,yes,no,no,no,yes,1,no,furnished,7525000
810,2880,3,1,2,yes,no,no,no,no,0,yes,semi-furnished,4403000
644,6000,4,1,3,yes,yes,yes,no,no,0,yes,unfurnished,6265000
145,5000,3,1,4,yes,no,no,no,no,0,no,furnished,5600000
814,3900,3,1,2,yes,no,no,no,no,0,no,unfurnished,4375000
664,7020,3,1,1,yes,no,yes,no,yes,2,yes,semi-furnished,5950000
106,5450,4,2,1,yes,no,yes,no,yes,0,yes,semi-furnished,6160000
986,4370,3,1,2,yes,no,no,no,no,0,no,unfurnished,3220000
331,7260,3,2,1,yes,yes,yes,no,no,3,no,furnished,3920000
45,6000,3,2,3,yes,no,no,no,yes,0,no,semi-furnished,7560000
786,3760,3,1,1,yes,no,no,no,no,2,no,semi-furnished,4550000
391,3036,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,3500000
6,8580,4,3,4,yes,no,no,no,yes,2,yes,semi-furnished,10150000
232,3745,3,1,2,yes,no,yes,no,no,0,no,furnished,4655000
856,6060,2,1,1,yes,no,yes,no,no,1,no,semi-furnished,4123000
1067,2475,3,1,2,yes,no,no,no,no,0,no,furnished,2380000
639,6000,4,2,4,yes,no,no,no,no,1,no,semi-furnished,6300000
323,5400,3,1,1,yes,no,no,no,no,3,no,semi-furnished,4025000
301,3520,3,1,2,yes,no,no,no,no,0,yes,semi-furnished,4200000
558,3500,4,2,2,yes,no,no,yes,no,2,no,furnished,9240000
610,8880,3,2,2,yes,no,yes,no,yes,1,no,furnished,6930000
64,11175,3,1,1,yes,no,yes,no,yes,1,yes,furnished,7000000
670,15600,3,1,1,yes,no,no,no,yes,2,no,semi-furnished,5943000
224,10240,2,1,1,yes,no,no,no,yes,2,yes,unfurnished,4760000
977,6060,3,1,1,yes,yes,yes,no,no,0,no,furnished,3290000
154,3650,3,2,2,yes,no,no,no,no,2,no,semi-furnished,5530000
105,4500,3,1,4,yes,no,no,no,yes,0,no,unfurnished,6160000
917,3180,3,1,2,no,no,yes,no,no,0,no,semi-furnished,3640000
374,3520,2,2,1,yes,no,yes,no,no,0,no,semi-furnished,3640000
571,6000,3,2,4,yes,yes,yes,no,yes,0,yes,semi-furnished,8463000
718,5300,4,2,1,yes,no,no,no,yes,0,yes,unfurnished,5250000
296,4600,3,2,2,yes,no,no,no,yes,1,no,semi-furnished,4200000
13,3500,4,2,2,yes,no,no,yes,no,2,no,furnished,9240000
1038,3960,3,1,1,yes,no,no,no,no,0,no,furnished,2800000
140,5800,3,2,4,yes,no,no,no,yes,0,no,unfurnished,5740000
77,6500,3,2,3,yes,no,no,no,yes,0,yes,furnished,6650000
973,4040,2,1,1,yes,no,no,no,no,1,no,unfurnished,3325000
46,6000,3,2,4,yes,no,no,no,yes,1,no,furnished,7525000
681,5400,4,2,2,yes,no,no,no,yes,2,no,unfurnished,5740000
826,4500,2,1,1,yes,no,no,no,yes,2,no,furnished,4270000
268,4950,4,1,2,yes,no,no,no,yes,0,no,semi-furnished,4382000
800,5885,2,1,1,yes,no,no,no,yes,1,no,unfurnished,4480000
892,3350,3,1,2,yes,no,no,no,no,0,no,unfurnished,3836000
165,6450,3,2,1,yes,yes,yes,yes,no,0,no,unfurnished,5383000
978,3480,4,1,2,no,no,no,no,no,1,no,semi-furnished,3290000
175,9800,4,2,2,yes,yes,no,no,no,2,no,semi-furnished,5250000
563,4600,3,2,2,yes,yes,no,no,yes,2,no,furnished,8890000
273,3500,4,1,2,yes,no,no,no,no,2,no,furnished,4340000
970,3185,2,1,1,yes,no,yes,no,no,2,no,furnished,3360000
913,5640,2,1,1,no,no,no,no,no,0,no,semi-furnished,3675000
663,6420,3,1,1,yes,no,yes,no,yes,0,yes,furnished,5950000
792,8400,4,1,4,yes,no,no,no,no,3,no,unfurnished,4550000
527,1836,2,1,1,no,no,yes,no,no,0,no,semi-furnished,2275000
518,3500,2,1,1,yes,yes,no,no,no,0,no,unfurnished,2450000
395,3600,6,1,2,yes,no,no,no,no,1,no,unfurnished,3500000
922,2850,3,2,2,no,no,yes,no,no,0,yes,unfurnished,3640000
76,6420,3,2,3,yes,no,no,no,yes,0,yes,furnished,6650000
390,2135,3,2,2,no,no,no,no,no,0,no,unfurnished,3500000
1083,3649,2,1,1,yes,no,no,no,no,0,no,unfurnished,1890000
262,3750,2,1,1,yes,yes,yes,no,no,0,no,semi-furnished,4445000
755,4646,3,1,2,yes,yes,yes,no,no,2,no,semi-furnished,4900000
926,4000,2,1,1,yes,no,no,no,no,0,yes,semi-furnished,3605000
40,6550,3,1,2,yes,no,yes,no,yes,0,yes,furnished,7875000
697,5400,5,1,2,yes,yes,yes,no,yes,0,yes,furnished,5565000
819,6450,4,1,2,yes,no,no,no,no,0,no,semi-furnished,4340000
660,8000,3,1,1,yes,yes,yes,no,yes,2,yes,semi-furnished,6020000
384,4500,2,1,1,no,no,no,no,no,0,no,furnished,3570000
592,6600,3,1,4,yes,no,no,no,yes,3,yes,furnished,7490000
92,4800,3,2,4,yes,yes,no,no,yes,0,no,furnished,6405000
444,3120,3,1,2,no,no,no,no,no,0,no,furnished,3220000
360,4040,2,1,1,yes,no,no,no,no,0,no,semi-furnished,3710000
806,3510,3,1,2,yes,no,no,no,no,0,no,semi-furnished,4473000
921,4130,3,2,2,yes,no,no,no,no,2,no,semi-furnished,3640000
151,4400,4,1,2,yes,no,no,no,yes,2,yes,semi-furnished,5565000
91,6750,2,1,1,yes,yes,yes,no,no,2,yes,furnished,6419000
334,3290,2,1,1,yes,no,no,yes,no,1,no,furnished,3920000
870,3460,4,1,2,yes,no,no,no,yes,0,no,semi-furnished,4007500
50,7440,3,2,4,yes,no,no,no,no,1,yes,unfurnished,7420000
269,3900,3,1,2,yes,no,no,no,no,0,no,unfurnished,4375000
456,2398,3,1,1,yes,no,no,no,no,0,yes,semi-furnished,3118850
928,4500,4,2,2,yes,no,yes,no,no,2,no,furnished,3570000
864,3000,4,1,3,yes,no,yes,no,yes,2,no,semi-furnished,4060000
816,1905,5,1,2,no,no,yes,no,no,0,no,semi-furnished,4340000
335,3816,2,1,1,yes,no,yes,no,yes,2,no,furnished,3920000
857,3600,3,1,1,yes,no,yes,no,yes,0,yes,furnished,4098500
425,3185,2,1,1,yes,no,yes,no,no,2,no,furnished,3360000
110,6600,3,1,1,yes,yes,yes,no,no,2,yes,semi-furnished,6090000
682,4640,4,1,2,yes,no,no,no,no,1,no,semi-furnished,5740000
10,13200,3,1,2,yes,no,yes,no,yes,2,yes,furnished,9800000
596,6325,3,1,4,yes,no,no,no,yes,1,no,unfurnished,7420000
1089,3850,3,1,2,yes,no,no,no,no,0,no,unfurnished,1750000
470,5076,3,1,1,no,no,no,no,no,0,no,unfurnished,3010000
811,4880,3,1,1,yes,no,no,no,no,2,yes,unfurnished,4403000
861,5900,4,2,2,no,no,yes,no,no,1,no,unfurnished,4060000
824,6360,2,1,1,yes,no,no,no,no,0,no,furnished,4270000
831,2787,3,1,1,yes,no,yes,no,no,0,yes,furnished,4235000
630,8250,3,2,3,yes,no,no,no,yes,0,no,furnished,6510000
19,6420,3,2,2,yes,no,no,no,yes,1,yes,semi-furnished,8855000
1031,6000,2,1,1,yes,no,no,no,no,0,no,semi-furnished,2870000
112,4300,6,2,2,yes,no,no,no,no,0,no,furnished,6083000
288,5040,3,1,2,yes,no,yes,no,yes,0,no,unfurnished,4200000
1022,4960,2,1,1,yes,no,no,no,no,0,no,unfurnished,2940000
511,3180,3,1,1,no,no,no,no,no,0,no,unfurnished,2520000
1013,2835,2,1,1,yes,no,no,no,no,0,no,semi-furnished,3010000
579,6840,5,1,2,yes,yes,yes,no,yes,1,no,furnished,8120000
475,3000,2,1,2,yes,no,no,no,no,0,no,semi-furnished,2961000
627,10500,3,2,1,yes,no,yes,no,yes,1,yes,furnished,6615000
16,6600,4,2,2,yes,yes,yes,no,yes,1,yes,unfurnished,9100000
855,5985,3,1,1,yes,no,yes,no,no,0,no,semi-furnished,4130000
999,4500,3,1,2,yes,no,no,no,yes,0,no,unfurnished,3143000
480,3480,3,1,2,no,no,no,no,no,1,no,semi-furnished,2940000
257,8250,3,1,1,yes,no,no,no,no,0,no,furnished,4480000
79,6000,3,2,3,yes,yes,no,no,yes,0,no,furnished,6650000
416,3450,3,1,1,yes,no,yes,no,no,2,no,unfurnished,3395000
736,10700,3,1,2,yes,yes,yes,no,no,0,no,semi-furnished,5040000
253,3520,2,1,2,yes,no,no,no,no,0,yes,furnished,4515000
102,5500,3,2,4,yes,yes,no,no,yes,1,no,semi-furnished,6195000
283,4360,4,1,2,yes,no,no,no,no,0,no,furnished,4270000
567,8050,3,1,1,yes,yes,yes,no,yes,1,no,furnished,8645000
348,3150,2,2,1,no,no,yes,no,no,0,no,semi-furnished,3815000
405,3060,3,1,1,yes,no,no,no,no,0,no,unfurnished,3465000
842,3640,3,2,2,yes,no,yes,no,no,0,no,unfurnished,4200000
500,2800,3,1,1,yes,no,no,no,no,0,no,unfurnished,2660000
956,2145,3,1,3,yes,no,no,no,no,0,yes,furnished,3430000
841,4600,3,2,2,yes,no,no,no,yes,1,no,semi-furnished,4200000
717,8400,3,1,2,yes,yes,yes,no,yes,2,yes,unfurnished,5250000
422,3720,2,1,1,no,no,no,no,yes,0,no,unfurnished,3360000
732,6100,3,1,1,yes,no,yes,no,yes,0,yes,semi-furnished,5110000
191,10700,3,1,2,yes,yes,yes,no,no,0,no,semi-furnished,5040000
276,4400,2,1,1,yes,no,no,no,no,1,no,semi-furnished,4305000
503,4000,3,1,1,yes,no,no,no,no,0,no,semi-furnished,2660000
957,2610,3,1,2,yes,no,yes,no,no,0,yes,unfurnished,3430000
443,4320,3,1,1,no,no,no,no,no,1,no,unfurnished,3220000
3,7500,4,2,2,yes,no,yes,no,yes,3,yes,furnished,12215000
382,3150,3,1,2,yes,no,yes,no,no,0,no,furnished,3570000
595,7440,3,2,4,yes,no,no,no,no,1,yes,unfurnished,7420000
1064,4840,2,1,2,yes,no,no,no,no,0,no,unfurnished,2450000
696,4400,4,1,2,yes,no,no,no,yes,2,yes,semi-furnished,5565000
616,6000,4,2,4,yes,no,no,no,yes,0,no,unfurnished,6755000
31,7000,3,1,4,yes,no,no,no,yes,2,no,semi-furnished,8400000
237,5010,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,4620000
109,6615,4,2,2,yes,yes,no,yes,no,1,no,semi-furnished,6090000
624,6000,3,2,3,yes,yes,no,no,yes,0,no,furnished,6650000
899,8400,2,1,1,yes,no,no,no,no,1,no,furnished,3780000
939,3480,3,1,1,no,no,no,no,yes,0,no,unfurnished,3500000
983,4500,2,1,1,no,no,no,no,no,0,no,semi-furnished,3255000
909,3120,3,1,2,no,no,yes,yes,no,0,no,semi-furnished,3703000
1068,2787,4,2,2,yes,no,no,no,no,0,no,furnished,2380000
251,3450,3,1,2,yes,no,yes,no,no,1,no,semi-furnished,4515000
1042,3934,2,1,1,yes,no,no,no,no,0,no,unfurnished,2660000
90,5000,3,1,2,yes,no,no,no,yes,0,no,semi-furnished,6440000
1047,3480,2,1,1,yes,no,no,no,no,1,no,semi-furnished,2660000
111,8372,3,1,3,yes,no,no,no,yes,2,no,unfurnished,6090000
220,8100,4,1,4,yes,no,yes,no,yes,2,no,semi-furnished,4795000
43,6000,4,2,4,yes,no,no,no,no,2,no,semi-furnished,7700000
357,6930,4,1,2,no,no,no,no,no,1,no,furnished,3773000
504,3185,2,1,1,yes,no,no,no,yes,0,no,unfurnished,2653000
845,4079,3,1,3,yes,no,no,no,no,0,no,semi-furnished,4200000
850,3450,3,1,2,yes,no,no,no,no,1,no,semi-furnished,4193000
703,7980,3,1,1,yes,no,no,no,no,2,no,semi-furnished,5495000
314,4040,2,1,2,yes,no,no,no,no,1,no,semi-furnished,4095000
882,2145,4,2,1,yes,no,yes,no,no,0,yes,unfurnished,3920000
776,4320,3,1,1,yes,no,no,no,no,0,yes,semi-furnished,4690000
838,4410,2,1,1,no,no,no,no,no,1,no,unfurnished,4200000
936,3036,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,3500000
890,2015,3,1,2,yes,no,yes,no,no,0,yes,semi-furnished,3850000
424,3100,3,1,2,no,no,yes,no,no,0,no,semi-furnished,3360000
930,3640,2,1,1,yes,no,no,no,no,0,no,unfurnished,3570000
379,3520,3,1,1,yes,no,no,no,no,2,yes,unfurnished,3633000
492,2650,3,1,2,yes,no,yes,no,no,1,no,unfurnished,2800000
647,5500,3,2,4,yes,yes,no,no,yes,1,no,semi-furnished,6195000
943,3120,3,1,2,yes,no,no,no,no,1,no,unfurnished,3500000
933,3650,3,1,2,yes,no,no,no,no,0,no,unfurnished,3500000
243,2550,3,1,2,yes,no,yes,no,no,0,no,furnished,4550000
496,4000,2,1,1,yes,no,no,no,no,0,no,unfurnished,2695000
545,7420,4,2,3,yes,no,no,no,yes,2,yes,furnished,13300000
766,3420,4,2,2,yes,no,no,no,no,0,no,semi-furnished,4767000
783,4510,4,2,2,yes,no,yes,no,no,0,no,semi-furnished,4613000
465,3800,2,1,1,yes,no,no,no,no,0,no,unfurnished,3045000
802,8250,3,1,1,yes,no,no,no,no,0,no,furnished,4480000
21,7155,3,2,1,yes,yes,yes,no,yes,2,no,unfurnished,8680000
44,6000,4,2,4,yes,no,no,no,yes,1,no,furnished,7560000
146,10500,2,1,1,yes,no,no,no,no,1,no,semi-furnished,5600000
1057,3000,2,1,2,yes,no,no,no,no,0,no,furnished,2520000
809,4900,2,1,2,yes,no,yes,no,no,0,no,semi-furnished,4410000
210,4646,3,1,2,yes,yes,yes,no,no,2,no,semi-furnished,4900000
240,3840,3,1,2,yes,no,no,no,no,1,yes,semi-furnished,4585000
1037,2650,3,1,2,yes,no,yes,no,no,1,no,unfurnished,2800000
648,6350,3,2,3,yes,yes,no,no,yes,0,no,furnished,6195000
61,8880,2,1,1,yes,no,no,no,yes,1,no,semi-furnished,7070000
474,4352,4,1,2,no,no,no,no,no,1,no,unfurnished,2975000
884,3180,4,2,2,yes,no,no,no,no,0,no,furnished,3885000
291,2953,3,1,2,yes,no,yes,no,yes,0,no,unfurnished,4200000
337,2145,4,2,1,yes,no,yes,no,no,0,yes,unfurnished,3920000
874,3960,3,1,2,yes,no,no,no,no,0,no,furnished,3990000
507,3600,2,1,1,yes,no,no,no,no,0,no,unfurnished,2590000
85,8250,3,2,3,yes,no,no,no,yes,0,no,furnished,6510000
606,8880,2,1,1,yes,no,no,no,yes,1,no,semi-furnished,7070000
494,6800,2,1,1,yes,no,no,no,no,0,no,unfurnished,2730000
885,5300,5,2,2,yes,no,no,no,no,0,no,semi-furnished,3850000
366,3630,2,1,1,yes,no,yes,no,no,0,no,furnished,3675000
746,4095,3,1,2,no,yes,yes,no,yes,0,no,semi-furnished,4900000
1088,2910,3,1,1,no,no,no,no,no,0,no,furnished,1750000
439,3930,2,1,1,no,no,no,no,no,0,no,unfurnished,3255000
721,8520,3,1,1,yes,no,no,no,yes,2,no,furnished,5250000
53,5150,3,2,4,yes,no,no,no,yes,2,no,semi-furnished,7350000
996,6750,2,1,1,yes,no,no,no,no,0,no,semi-furnished,3150000
803,4040,3,1,2,yes,no,no,no,no,1,no,semi-furnished,4480000
18,4600,3,2,2,yes,yes,no,no,yes,2,no,furnished,8890000
364,3120,3,1,2,no,no,yes,yes,no,0,no,semi-furnished,3703000
938,7424,3,1,1,no,no,no,no,no,0,no,unfurnished,3500000
52,6000,4,2,4,yes,yes,no,no,yes,1,no,furnished,7350000
199,4200,3,1,2,yes,no,no,no,no,1,no,furnished,4907000
1002,3000,3,1,1,no,no,no,no,yes,0,no,unfurnished,3115000
286,2787,3,1,1,yes,no,yes,no,no,0,yes,furnished,4235000
48,4300,3,2,2,yes,no,yes,no,no,1,no,unfurnished,7455000
54,6000,3,2,2,yes,yes,no,no,yes,1,no,semi-furnished,7350000
773,3630,3,1,2,yes,no,no,no,no,2,no,semi-furnished,4690000
177,6050,3,1,1,yes,no,yes,no,no,0,yes,semi-furnished,5243000
207,3000,3,1,2,yes,no,yes,no,yes,0,no,semi-furnished,4900000
157,2817,4,2,2,no,yes,yes,no,no,1,no,furnished,5495000
359,3600,3,1,1,yes,no,no,no,no,1,no,unfurnished,3710000
612,7700,3,2,1,yes,no,no,no,no,2,no,unfurnished,6895000
1070,3640,2,1,1,yes,no,no,no,no,0,no,unfurnished,2345000
821,4400,2,1,1,yes,no,no,no,no,1,no,semi-furnished,4305000
815,4500,3,2,3,yes,no,no,yes,no,1,no,furnished,4340000
332,5500,4,1,2,yes,yes,yes,no,no,0,no,semi-furnished,3920000
995,3450,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,3150000
329,3960,3,1,2,yes,no,no,no,no,0,no,furnished,3990000
866,3630,3,2,2,yes,no,no,yes,no,2,no,semi-furnished,4025000
516,3240,2,1,1,no,yes,no,no,no,1,no,unfurnished,2450000
147,5500,3,2,2,yes,no,no,no,no,1,no,semi-furnished,5600000
172,8400,3,1,2,yes,yes,yes,no,yes,2,yes,unfurnished,5250000
484,3040,2,1,1,no,no,no,no,no,0,no,unfurnished,2870000
700,6100,3,2,1,yes,no,yes,no,no,2,yes,furnished,5530000
137,4640,4,1,2,yes,no,no,no,no,1,no,semi-furnished,5740000
246,3520,3,1,1,yes,no,no,no,no,0,yes,semi-furnished,4550000
307,4080,3,1,2,yes,no,no,no,no,2,no,semi-furnished,4165000
66,13200,2,1,1,yes,no,yes,yes,no,1,no,furnished,6930000
795,3510,3,1,3,yes,no,no,no,no,0,no,semi-furnished,4515000
223,6321,3,1,2,yes,no,yes,no,yes,1,no,furnished,4760000
950,3060,3,1,1,yes,no,no,no,no,0,no,unfurnished,3465000
598,5150,3,2,4,yes,no,no,no,yes,2,no,semi-furnished,7350000
582,9000,4,2,4,yes,no,no,no,yes,2,no,furnished,7980000
1,8960,4,4,4,yes,no,no,no,yes,3,no,furnished,12250000
891,2176,2,1,2,yes,yes,no,no,no,0,yes,semi-furnished,3850000
898,2856,3,1,3,yes,no,no,no,no,0,yes,furnished,3780000
377,2850,3,2,2,no,no,yes,no,no,0,yes,unfurnished,3640000
914,3600,2,1,1,yes,no,no,no,no,0,no,furnished,3675000
927,3150,3,1,2,yes,no,yes,no,no,0,no,furnished,3570000
350,3420,2,1,2,yes,no,no,yes,no,1,no,semi-furnished,3780000
320,4320,3,1,2,yes,no,no,no,no,2,yes,furnished,4060000
960,4785,3,1,2,yes,yes,yes,no,yes,1,no,furnished,3395000
847,2145,3,1,3,yes,no,no,no,no,1,yes,unfurnished,4200000
963,3500,4,1,2,yes,no,no,no,yes,2,no,unfurnished,3360000
611,13200,2,1,1,yes,no,yes,yes,no,1,no,furnished,6930000
876,7260,3,2,1,yes,yes,yes,no,no,3,no,furnished,3920000
524,3264,2,1,1,yes,no,no,no,no,0,no,unfurnished,2380000
940,3600,6,1,2,yes,no,no,no,no,1,no,unfurnished,3500000
